"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Stage","Lead Source","Annual Revenue","Industry","Contact: Title","Close Date","Opportunity Owner","Lead Source Category"
"OneSkin","OneSkin-","Q2-2021","","Commercial Velocity - New Business","50.00","0","50.0000000000","","Disqualified","Employee Referral","10000000","Beauty","Founder/CEO","6/30/2021","Brittany Arnold","Outbound"
"8 Faces Beauty","8 Faces Beauty-","Q2-2021","","Commercial Velocity - New Business","50.00","5000","50.0000000000","","SDR Nurture","SDR Outbound","15892000","Beauty","Founder + CEO","6/30/2021","Brittany Arnold","Outbound"
"BEMER Group USA","Bemer Group-","Q2-2021","","Commercial Velocity - New Business","55.00","22414","55.0000000000","","Closed Lost","Employee Referral","","Health/Wellness","","6/7/2021","Brittany Arnold","Outbound"
"Averr Aglow Skincare","Averr Aglow Skincare-","Q2-2021","","Commercial Velocity - New Business","58.00","94053","58.0000000000","","Closed Won","SDR Outbound","4452000","Beauty","","6/24/2021","Brittany Arnold","Outbound"
"Estella","Estella NYC-","Q2-2021","","Commercial Velocity - New Business","58.00","0","58.0000000000","","Disqualified","SDR Outbound","8171000","Retail","CEO","6/30/2021","Brittany Arnold","Outbound"
"Next Gear Solutions","Next Gear Solutions-","Q2-2021","","Commercial Velocity - New Business","60.00","64239","60.0000000000","","Closed Won","Outbound","4184000","Home Services","Senior Director Of Marketing","6/8/2021","Brittany Arnold","Outbound"
"LEUS Towels","LEUS Towels-","Q2-2021","","Commercial Velocity - New Business","72.00","0","72.0000000000","","Disqualified","Employee Referral","","Apparel","CEO","6/30/2021","Brittany Arnold","Outbound"
"Tulane","Tulane-","Q2-2021","","Commercial Velocity - New Business","80.00","0","80.0000000000","","Disqualified","Employee Referral","","Education","","6/30/2021","Brittany Arnold","Outbound"
"May Flowers Wellness","May Flowers Wellness-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","Disqualified","Outbound","","CBD","","6/30/2021","Brittany Arnold","Outbound"
"Aviv","Aviv-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","Disqualified","Employee Referral","","Healthcare","Head Of Business Development","6/30/2021","Brittany Arnold","Outbound"
"Maui Island Secret","Maui Island Secret-","Q2-2021","","Commercial Velocity - New Business","82.00","0","82.0000000000","","Disqualified","Outbound","10000000","Beauty","","6/30/2021","Brittany Arnold","Outbound"
"La Diva Beauty","La Diva Beauty-","Q2-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","Disqualified","Employee Referral","","Beauty","Founder & CCO","6/30/2021","Brittany Arnold","Outbound"
"Finesse US","Finesse US-","Q2-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","SDR Nurture","Employee Referral","","Apparel","","6/30/2021","Brittany Arnold","Outbound"
"Kiramoon","Kiramoon","Q2-2021","","Commercial Velocity - New Business","110.00","5000","110.0000000000","","SDR Nurture","Outbound","","Beauty","","6/1/2021","Brittany Arnold","Outbound"
"heal.me","heal.me","Q2-2021","","Strategic Accounts - New Business","-1.00","4655","0.0000000000","","Closed Won","Referral Partner","","Unknown","","6/10/2021","Corey Eulas","Channel Partner"
"Juicy Platters","Juicy!","Q2-2021","","Strategic Accounts - New Business","25.00","7937","25.0000000000","","Closed Lost","Referral Partner","","Unknown","","6/15/2021","Corey Eulas","Channel Partner"
"Talkspace","Talkspace","Q2-2021","","Strategic Accounts - New Business","74.00","52757","74.0000000000","","Closed Won","Referral Partner","10000000","Unknown","","6/1/2021","Corey Eulas","Channel Partner"
"Quadpay Inc","Quadpay","Q2-2021","","Strategic Accounts - New Business","110.00","18620","110.0000000000","","Closed Won","Referral Partner","10000000","","","6/7/2021","Corey Eulas","Channel Partner"
"Let'sActuallyGo","Let'sActuallyGo","Q2-2021","","Strategic Accounts - New Business","214.00","6000","214.0000000000","","Closed Lost","Referral Partner","","","","6/15/2021","Corey Eulas","Channel Partner"
"Hippo","Hippo","Q2-2021","","Strategic Accounts - New Business","494.00","10000","494.0000000000","","Closed Lost","Referral Partner","1000000","","","6/1/2021","Corey Eulas","Channel Partner"
"Berxi","Berxi-","Q2-2021","","Strategic Accounts - New Business","43.00","30000","43.0000000000","","Closed Lost","Referral Partner","","Software/Technology","","6/30/2021","Hannah Underhill","Channel Partner"
"Floatley","Floatley-","Q2-2021","","Commercial Velocity - New Business","56.00","10000","56.0000000000","","Disqualified","Referral Partner","","Apparel","","6/30/2021","Hannah Underhill","Channel Partner"
"Fifteen Twenty","Fifteen Twenty-","Q2-2021","","Private Equity - Marketing Deal","57.00","42663","57.0000000000","","Closed Lost","Referral Partner","","Food/Beverage","","6/30/2021","Hannah Underhill","Channel Partner"
"Neurogan","Neurogan-","Q2-2021","","Private Equity - Marketing Deal","23.00","1000","23.0000000000","","Disqualified","Employee Referral","1000000","CBD","Co-Founder","6/30/2021","Hannah Underhill","Outbound"
"Beckon Ice Cream","Beckon Ice Cream-","Q2-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","Disqualified","Employee Referral","","Food/Beverage","Brand Marketing Manager","6/30/2021","Hannah Underhill","Outbound"
"Square (Ecommerce)","Square (Ecommerce)","Q2-2021","","Rapid Growth Brands - New Business","8.00","0","8.0000000000","","Closed Lost","Referral Partner","","Software/Technology","","6/30/2021","Jake Mehani","Channel Partner"
"Karun","Karun World","Q2-2021","","Rapid Growth Brands - New Business","27.00","1000","27.0000000000","","Disqualified","Referral Partner","","Apparel","Founder - CEO","6/30/2021","Jake Mehani","Channel Partner"
"N2N2","N2N2","Q2-2021","","Rapid Growth Brands - New Business","28.00","10000","28.0000000000","","Disqualified","Referral Partner","","","","6/30/2021","Jake Mehani","Channel Partner"
"Because Market","Because Market","Q2-2021","","Rapid Growth Brands - New Business","34.00","25000","34.0000000000","","Closed Lost","Referral Partner","","Unknown","","6/30/2021","Jake Mehani","Channel Partner"
"bulletin.co","bulletin.co","Q2-2021","","Rapid Growth Brands - New Business","35.00","15000","35.0000000000","","Disqualified","Referral Partner","1000000","Unknown","","6/1/2021","Jake Mehani","Channel Partner"
"GoPeer","Go Peer - Creative","Q2-2021","","Rapid Growth Brands - New Business","42.00","15000","42.0000000000","","Disqualified","Referral Partner","10000000","Unknown","","6/30/2021","Jake Mehani","Channel Partner"
"Creatively.Life","Creatively.Life","Q2-2021","","Rapid Growth Brands - New Business","42.00","15000","42.0000000000","","Closed Lost","Referral Partner","","Unknown","","6/30/2021","Jake Mehani","Channel Partner"
"Hive Brands","Hive Brand","Q2-2021","","Rapid Growth Brands - New Business","43.00","15000","43.0000000000","","Closed Won","Referral Partner","","Unknown","","6/24/2021","Jake Mehani","Channel Partner"
"Amkiri","Amkiri","Q2-2021","","Rapid Growth Brands - New Business","56.00","10000","56.0000000000","","Closed Won","Referral Partner","1000000","Apparel","","6/15/2021","Jake Mehani","Channel Partner"
"Little Passports","Little Passports - Email Marketing + CRO","Q2-2021","","Rapid Growth Brands - New Business","64.00","20455","64.0000000000","","Closed Won","Referral Partner","27500000","Computer Software","","6/30/2021","Jake Mehani","Channel Partner"
"Aluna Care","Aluna Care","Q2-2021","","Strategic Accounts - New Business","71.00","15000","71.0000000000","","Closed Lost","Referral Partner","1000000","Unknown","","6/15/2021","Jake Mehani","Channel Partner"
"CuraLIfe","CuraLife - Paid Social + Creative","Q2-2021","","Rapid Growth Brands - New Business","77.00","15000","77.0000000000","","Closed Lost","Facebook Israel","1000000","Health/Wellness","","6/30/2021","Jake Mehani","Channel Partner"
"Flow Water Inc","Flow Hydration","Q2-2021","","Rapid Growth Brands - New Business","86.00","14896","86.0000000000","","Closed Won","Referral Partner","","Food/Beverage","","6/4/2021","Jake Mehani","Channel Partner"
"1Lss / MagBak","MagBak","Q2-2021","","Rapid Growth Brands - New Business","99.00","7000","99.0000000000","","Disqualified","Referral Partner","","","","6/1/2021","Jake Mehani","Channel Partner"
"Pulp & Press Juice Co","Pulp & Press Juice Co - Creative","Q2-2021","","Rapid Growth Brands - New Business","21.00","12500","21.0000000000","","Closed Lost","Website","","Unknown","","6/30/2021","Jake Mehani","Inbound"
"Realfriend.ai","Realfriend.ai / Text Luke","Q2-2021","","Rapid Growth Brands - New Business","27.00","10000","27.0000000000","","Disqualified","Website","","Software/Technology","VP Product, GM Israel","6/30/2021","Jake Mehani","Inbound"
"Keto Krisp by CanDo","Keto Krisp","Q2-2021","","Rapid Growth Brands - New Business","41.00","15000","41.0000000000","","Closed Lost","Covet - Website Lead","","Unknown","","6/30/2021","Jake Mehani","Inbound"
"Jason Capital","Jason Capital","Q2-2021","","Rapid Growth Brands - New Business","49.00","10000","49.0000000000","","Disqualified","Website","","Unknown","","6/30/2021","Jake Mehani","Inbound"
"Immersive Van Gogh Exhibits","Van Gogh Exhibit","Q2-2021","","Rapid Growth Brands - New Business","11.00","33516","11.0000000000","","Closed Won","Employee Referral","","Unknown","","6/7/2021","Jake Mehani","Outbound"
"Inspire Clean Energy","Inspire Clean Energy","Q2-2021","","Rapid Growth Brands - New Business","27.00","10000","27.0000000000","","Closed Lost","Employee Referral","","Unknown","","6/30/2021","Jake Mehani","Outbound"
"Ondo State Government","ONDO","Q2-2021","","Rapid Growth Brands - New Business","33.00","13855","33.0000000000","","Closed Won","Employee Referral","","Apparel","","6/7/2021","Jake Mehani","Outbound"
"Lalo","Lalo - Creative Services","Q2-2021","","Rapid Growth Brands - New Business","38.00","7448","38.0000000000","","Closed Won","Employee Referral","59000","","","6/25/2021","Jake Mehani","Outbound"
"Táche","Tache - Paid Social","Q2-2021","","Rapid Growth Brands - New Business","122.00","10000","122.0000000000","","Closed Lost","Employee Referral","","","","6/30/2021","Jake Mehani","Outbound"
"YETI","Yeti (SM)","Q2-2021","","Rapid Growth Brands - New Business","90.00","14700","90.0000000000","","Closed Won","Current Client","1000000000","Sporting Goods","","6/17/2021","Jeff Mason","Channel Partner"
"Rady Children's Hospital","Rady Hospital - Grant for Cerebral Palsy Center","Q2-2021","","Commercial Velocity - New Business","-1.00","17844","0.0000000000","","Closed Won","Employee Referral","1000000000","Hospital & Health Care","","6/11/2021","Jeff Mason","Outbound"
"Otto's Naturals","Otto's Naturals-","Q2-2021","","Commercial Velocity - New Business","50.00","0","50.0000000000","","AE Nurture","Employee Referral","","Food/Beverage","Founder","6/30/2021","Jenny Silva","Outbound"
"AVALINE","AVALINE-","Q2-2021","","Commercial Velocity - New Business","72.00","5000","72.0000000000","","SDR Nurture","SDR Outbound","","Food/Beverage","Founding VP of Creative & Innovation","6/30/2021","Jenny Silva","Outbound"
"LoveSeen","LoveSeen-","Q2-2021","","Brand Strategy - New Business","27.00","1000","27.0000000000","","SDR Nurture","Referral Partner","","Beauty","Head of Operations and Ecommerce","6/30/2021","Kelsey BOSman","Channel Partner"
"Nutiliti Inc.","Nutiliti-","Q2-2021","","Brand Strategy - New Business","27.00","10000","255.0000000000","","Reschedule","Clutch","","Consumer Finance","Co-Founder & CEO","6/30/2021","Kelsey BOSman","Inbound"
"Rally Beer Company","Rally Beer-","Q2-2021","","Brand Strategy - New Business","22.00","1000","250.0000000000","","Reschedule","SDR Outbound","","Food/Beverage","Co-Founder & CEO","6/30/2021","Kelsey BOSman","Outbound"
"Sweet Nutrition","Sweet Nutrition-","Q2-2021","","Brand Strategy - New Business","27.00","1000","255.0000000000","","Reschedule","SDR Outbound","","Food/Beverage","Co-Founder & President","6/30/2021","Kelsey BOSman","Outbound"
"Beneath Your Mask","Beneath Your Mask","Q2-2021","","Brand Strategy - New Business","43.00","5000","271.0000000000","","Reschedule","SDR Outbound","","Beauty","Founder/Owner","6/30/2021","Kelsey BOSman","Outbound"
"Shimmy","Shimmy","Q2-2021","","Rapid Growth Brands - New Business","103.00","11067","360.0000000000","","Reschedule","SDR Outbound","1000000","","","6/1/2021","Kelsey BOSman","Outbound"
"ikoo","ikoo","Q2-2021","","Brand Strategy - New Business","0.00","1815","0.0000000000","","Closed Won","Current Client","7000000","Unknown","","6/25/2021","Kira Tirshfield","Channel Partner"
"Dahlicious LLC","DAH!","Q2-2021","","Brand Strategy - New Business","0.00","9962","0.0000000000","","Closed Won","Covet - Website Lead","1000000","Unknown","","6/11/2021","Kira Tirshfield","Inbound"
"SmartSweets","SmartSweets","Q2-2021","","Brand Strategy - New Business","0.00","13686","0.0000000000","","Closed Won","Covet - Website Lead","10000000","","","6/16/2021","Kira Tirshfield","Inbound"
"Local Bounti","Local Bounti","Q2-2021","","Brand Strategy - New Business","0.00","13686","0.0000000000","","Closed Won","Covet - Website Lead","","Unknown","","6/18/2021","Kira Tirshfield","Inbound"
"Real Good Foods","Real Good Foods","Q2-2021","","Brand Strategy - New Business","0.00","18341","0.0000000000","","Closed Won","Covet - Website Lead","38984000","Unknown","","6/29/2021","Kira Tirshfield","Inbound"
"Happy Skin","HPPY","Q2-2021","","Brand Strategy - New Business","1.00","26270","1.0000000000","","Closed Won","Covet - Website Lead","","Unknown","","6/15/2021","Kira Tirshfield","Inbound"
"Robinhood","Robinhood-","Q2-2021","","Brand Strategy - New Business","21.00","100000","21.0000000000","","Closed Lost","Website","250000000","Financial Services","","6/30/2021","Kira Tirshfield","Inbound"
"L5 Real Estate Investments","L5 Investments-","Q2-2021","","Brand Strategy - New Business","22.00","5000","22.0000000000","","Disqualified","Clutch","5000000","Consumer Finance","Senior Executive Associate","6/30/2021","Kira Tirshfield","Inbound"
"Gift A Snack","Gift A Snack-","Q2-2021","","Brand Strategy - New Business","26.00","5000","26.0000000000","","Disqualified","Website","","Food/Beverage","","6/30/2021","Kira Tirshfield","Inbound"
"J. Lohr Vineyards & Wines","J. Lohr Vineyards & Wines-","Q2-2021","","Brand Strategy - New Business","27.00","10000","27.0000000000","","Closed Lost","Website","50000000","Food/Beverage","Director/Manager","6/30/2021","Kira Tirshfield","Inbound"
"Vitauthority","Vitauthority-","Q2-2021","","Brand Strategy - New Business","33.00","10000","33.0000000000","","Disqualified","Clutch","","Health/Wellness","Self Employed","6/30/2021","Kira Tirshfield","Inbound"
"Minor Figures","Minor Figures-","Q2-2021","","Brand Strategy - New Business","41.00","15000","41.0000000000","","Disqualified","Covet - Website Lead","","Food/Beverage","Managing Director North America","6/30/2021","Kira Tirshfield","Inbound"
"Face Reality Skincare","Face Reality Skincare-","Q2-2021","","Brand Strategy - New Business","41.00","1000","41.0000000000","","Disqualified","Covet - Website Lead","","Beauty","Director of Marketing & E-Commerce","6/30/2021","Kira Tirshfield","Inbound"
"Cloud 11","Cloud 11-","Q2-2021","","Brand Strategy - New Business","41.00","1000","41.0000000000","","Closed Lost","Covet - Website Lead","","Food/Beverage","Co-Founder","6/30/2021","Kira Tirshfield","Inbound"
"Plum Organics","Plum Organics-","Q2-2021","","Brand Strategy - New Business","42.00","10000","42.0000000000","","Disqualified","Website","","Food/Beverage","Director of Operations & Client Services","6/30/2021","Kira Tirshfield","Inbound"
